 2.01191E+2 8.62650E-1 3.22660E-2
 2.00871E+2 8.53030E-1 3.22880E-2
 2.00561E+2 9.46070E-1 3.50090E-2
 2.00241E+2 9.73160E-1 3.64230E-2
 1.99931E+2 8.51520E-1 3.14040E-2
 1.99611E+2 8.90010E-1 3.38450E-2
 1.99301E+2 8.22440E-1 3.07540E-2
 1.98992E+2 9.21850E-1 3.50100E-2
 1.98682E+2 9.17230E-1 3.48010E-2
 1.98372E+2 9.17610E-1 3.50010E-2
 1.98062E+2 8.93720E-1 3.36960E-2
 1.97752E+2 9.14610E-1 3.49840E-2
 1.97452E+2 8.35570E-1 3.18660E-2
 1.97142E+2 7.64160E-1 2.92820E-2
 1.96833E+2 7.54120E-1 2.94180E-2
 1.96533E+2 6.69010E-1 2.67120E-2
 1.96223E+2 7.91340E-1 3.07000E-2
 1.95923E+2 7.98390E-1 3.03620E-2
 1.95613E+2 8.25570E-1 3.08430E-2
 1.95313E+2 8.89560E-1 3.33990E-2
 1.95013E+2 9.03960E-1 3.46910E-2
 1.94714E+2 8.47230E-1 3.11180E-2
 1.94414E+2 9.93890E-1 3.82780E-2
 1.94114E+2 8.10300E-1 2.99120E-2
 1.93814E+2 7.20400E-1 2.78880E-2
 1.93514E+2 6.62920E-1 2.71040E-2
 1.93214E+2 5.89460E-1 2.43730E-2
 1.92914E+2 5.93390E-1 2.41100E-2
 1.92624E+2 6.30530E-1 2.66740E-2
 1.92325E+2 6.04070E-1 2.48350E-2
 1.92035E+2 6.91000E-1 2.74320E-2
 1.91735E+2 8.13180E-1 3.11280E-2
 1.91445E+2 9.17550E-1 3.50670E-2
 1.91155E+2 9.13310E-1 3.44030E-2
 1.90855E+2 8.62690E-1 3.27430E-2
 1.90565E+2 8.45250E-1 3.27560E-2
 1.90275E+2 8.45040E-1 3.27250E-2
 1.89986E+2 8.26360E-1 3.13740E-2
 1.89696E+2 8.59510E-1 3.23290E-2
 1.89406E+2 8.95800E-1 3.46860E-2
 1.89116E+2 7.60820E-1 3.00300E-2
 1.88836E+2 7.05840E-1 2.82370E-2
 1.88546E+2 7.15980E-1 2.84530E-2
 1.88256E+2 8.76920E-1 3.46400E-2
 1.87977E+2 8.31270E-1 3.19030E-2
 1.87687E+2 7.82610E-1 3.05170E-2
 1.87407E+2 8.07410E-1 3.15490E-2
 1.87117E+2 8.48910E-1 3.28130E-2
 1.86837E+2 8.16190E-1 3.19210E-2
 1.86557E+2 7.45940E-1 3.01730E-2
 1.86267E+2 8.31010E-1 3.27040E-2
 1.85987E+2 8.51110E-1 3.28080E-2
 1.85708E+2 8.75400E-1 3.35870E-2
 1.85428E+2 8.08930E-1 3.19440E-2
 1.85148E+2 6.71340E-1 2.71340E-2
 1.84868E+2 6.23910E-1 2.61850E-2
 1.84598E+2 5.45520E-1 2.33280E-2
 1.84318E+2 5.06940E-1 2.19870E-2
 1.84038E+2 6.30550E-1 2.60970E-2
 1.83768E+2 7.59790E-1 3.07010E-2
 1.83489E+2 6.92130E-1 2.78610E-2
 1.83219E+2 7.17490E-1 2.80210E-2
 1.82939E+2 7.39260E-1 2.85970E-2
 1.82669E+2 8.58270E-1 3.21690E-2
 1.82389E+2 9.00680E-1 3.39210E-2
 1.82119E+2 8.94300E-1 3.40300E-2
 1.81849E+2 7.84340E-1 3.06280E-2
 1.81579E+2 7.28780E-1 2.85400E-2
 1.81309E+2 7.78450E-1 3.07580E-2
 1.81040E+2 8.51990E-1 3.29500E-2
 1.80770E+2 8.77020E-1 3.36600E-2
 1.80500E+2 8.16500E-1 3.19710E-2
 1.80230E+2 7.88080E-1 3.14490E-2
 1.79960E+2 7.56380E-1 2.96270E-2
 1.79700E+2 8.74720E-1 3.43680E-2
 1.79430E+2 8.39140E-1 3.13970E-2
 1.79160E+2 8.84910E-1 3.41990E-2
 1.78901E+2 8.58820E-1 3.37570E-2
 1.78631E+2 7.50100E-1 2.91300E-2
 1.78371E+2 7.91970E-1 3.15620E-2
